"species_list" "Saccharomyces_cerevisiae" "ratio_hq" "num_hq"
"178" "Kregervanrija_fluxuum" 4.701043 "0.498842771177287" "3233"
"179" "Martiniozyma_abiesophila" 4.701043 "0.354818174584228" "4459"
"180" "Saturnispora_saitoi" 4.701043 "0.547103689960833" "2654"
"181" "Pichia_terricola" 4.701043 "0.547942546583851" "2823"
"182" "Candida_sorboxylosa" 4.701043 "0.553705815279361" "2428"
"183" "Ambrosiozyma_monospora" 4.701043 "0.466718872357087" "3576"
"184" "Ambrosiozyma_oregonensis" 4.701043 "0.523831070889894" "3473"
"185" "Ambrosiozyma_ambrosiae" 4.701043 "0.52490234375" "3225"
"186" "Ambrosiozyma_philentoma" 4.701043 "0.528561099060014" "3655"
"187" "Ogataea_zsoltii" 4.701043 "0.634150839018993" "3439"
"188" "Ogataea_glucozyma" 4.701043 "0.603543171654627" "3509"
"189" "Ogataea_nonfermentans" 4.701043 "0.630863121185702" "3618"
"190" "Ogataea_minuta" 4.701043 "0.60724106324473" "2650"
"191" "Ogataea_kodamae" 4.701043 "0.625250501002004" "2808"
"192" "Ogataea_philodendri" 4.701043 "0.634920634920635" "2960"
"193" "Ogataea_parapolymorpha" 4.701043 "0.627050101100876" "2791"
"194" "Ogataea_polymorpha" 4.701043 "0.617198666031444" "2591"
"195" "Debaryomyces_fabryi" 4.701044 "0.57573025604039" "3193"
"196" "Debaryomyces_subglobosus" 4.701044 "0.571793002915452" "3138"
"197" "Priceomyces_carsonii" 4.701044 "0.598967604129583" "3365"
"198" "Priceomyces_medius" 4.701044 "0.583636016058115" "3053"
"199" "Priceomyces_castillae" 4.701044 "0.590917987864553" "3019"
"200" "Priceomyces_haplophilus" 4.701044 "0.591306114158034" "2911"
"201" "Scheffersomyces_lignosus" 4.701044 "0.565671641791045" "3411"
"202" "Scheffersomyces_stipitis" 4.701044 "0.567622259696459" "3366"
"203" "Spathaspora_passalidarum" 4.701044 "0.575719649561952" "3220"
"204" "Spathaspora_gorwiae" 4.701044 "0.495778045838359" "3288"
"205" "Spathaspora_hagerdaliae" 4.701044 "0.484470246734398" "3338"
"206" "Candida_sojae" 4.701044 "0.576778284129186" "2911"
"207" "Candida_tropicalis" 4.701044 "0.574493243243243" "3401"
"208" "Candida_albicans" 4.701044 "0.584346135148274" "3606"
"209" "Candida_dubliniensis" 4.701044 "0.549677856900644" "3242"
"210" "Candida_corydali" 4.701044 "0.578642229287451" "3094"
"211" "Lodderomyces_elongisporus" 4.701044 "0.507742045261188" "2984"
"212" "Aciculoconidium_aculeatum" 4.701044 "0.496519391959085" "3495"
"213" "Candida_restingae" 4.701044 "0.596547194595609" "3179"
"214" "Kodamaea_ohmeri" 4.701044 "0.590404515522107" "3138"
"215" "Suhomyces_pyralidae" 4.701044 "0.571455399061033" "3043"
"216" "Suhomyces_tanzawaensis" 4.701044 "0.590322580645161" "3111"
"217" "Suhomyces_emberorum" 4.701044 "0.577703949796973" "3130"
"218" "Suhomyces_canberraensis" 4.701044 "0.565384615384615" "3234"
"219" "Wickerhamia_fluorescens" 4.701044 "0.550887912927248" "2885"
"220" "Metschnikowia_kipukae" 4.701044 "0.582406671961874" "2933"
"221" "Metschnikowia_hibisci" 4.701044 "0.589070822647465" "2986"
"222" "Metschnikowia_aberdeeniae" 4.701044 "0.603324915824916" "2867"
"223" "Metschnikowia_shivogae" 4.701044 "0.607907742998353" "2952"
"224" "Metschnikowia_drakensbergensis" 4.701044 "0.580337636544191" "2922"
"225" "Metschnikowia_proteae" 4.701044 "0.581630667445028" "2989"
"226" "Metschnikowia_arizonensis" 4.701044 "0.497264957264957" "2909"
"227" "Danielozyma_ontarioensis" 4.701044 "0.619206598586017" "3153"
"228" "Candida_gotoi" 4.701044 "0.585892261800316" "3339"
"229" "Candida_rhagii" 4.701044 "0.583483591777858" "3236"
"230" "Hyphopichia_heimii" 4.701044 "0.573997944501542" "3351"
"231" "Hyphopichia_burtonii" 4.701044 "0.559365203761755" "2855"
"232" "Hyphopichia_homilentoma" 4.701044 "0.598960267359822" "3226"
"233" "Candida_tammaniensis" 4.701044 "0.6003663003663" "3278"
"234" "Candida_gorgasii" 4.701044 "0.601811594202899" "3322"
"235" "Candida_athensensis" 4.701044 "0.614007954043305" "2779"
"236" "Meyerozyma_guilliermondii" 4.701044 "0.61535345351428" "3038"
"237" "Meyerozyma_caribbica" 4.701044 "0.625934154716219" "3099"
"238" "Candida_carpophila" 4.701044 "0.629232039636664" "3048"
"239" "Kurtzmaniella_cleridarum" 4.701044 "0.596839397280412" "3248"
"240" "Candida_fragi" 4.701044 "0.594148537134284" "3168"
"241" "Cephaloascus_fragrans" 4.701044 "0.58291888183845" "3399"
"242" "Cephaloascus_albidus" 4.701044 "0.514788829275003" "3742"
"243" "Citeromyces_siamensis" 4.701044 "0.530057214515244" "6763"
"244" "Ogataea_ramenticola" 4.701044 "0.541238877481177" "3163"
"245" "Ambrosiozyma_maleeae" 4.701044 "0.572214841525906" "3015"
"246" "Ambrosiozyma_kashinagacola" 4.701044 "0.582389937106918" "3241"
"247" "Ambrosiozyma_vanderkliftii" 4.701044 "0.544735956945846" "3239"
"248" "Ambrosiozyma_pseudovanderkliftii" 4.701044 "0.551987767584098" "3249"
"249" "Candida_arabinofermentans" 4.701044 "0.531656857499554" "2981"
"250" "Ogataea_methanolica" 4.701044 "0.550163483049389" "3197"
"251" "Ogataea_trehalophila" 4.701044 "0.535521973249957" "3083"
"252" "Ogataea_pilisensis" 4.701044 "0.544582097365207" "3121"
"253" "Ogataea_nitratoaversa" 4.701044 "0.541430777148739" "3156"
"254" "Ogataea_populialbae" 4.701044 "0.589357798165138" "3212"
"255" "Ogataea_trehaloabstinens" 4.701044 "0.615453247680228" "3449"
"256" "Ogataea_pini" 4.701044 "0.611826151837344" "3280"
"257" "Ogataea_henricii" 4.701044 "0.595328625746877" "3288"
"258" "Babjeviella_inositovora" 4.701045 "0.608162550359082" "3472"
"259" "Spathaspora_girioi" 4.701045 "0.492886026658679" "3291"
"260" "Spathaspora_arborariae" 4.701045 "0.559304164470216" "3183"
"261" "Kodamaea_laetipori" 4.701045 "0.579289644822411" "3474"
"262" "Teunomyces_gatunensis" 4.701045 "0.565619579880516" "2935"
"263" "Teunomyces_kruisii" 4.701045 "0.598135772071755" "3401"
"264" "Teunomyces_cretensis" 4.701045 "0.599217221135029" "3062"
"265" "Yamadazyma_scolyti" 4.701045 "0.592643051771117" "3045"
"266" "Yamadazyma_tenuis" 4.701045 "0.589226973684211" "2866"
"267" "Yamadazyma_philogaea" 4.701045 "0.573255082791868" "2735"
"268" "Yamadazyma_nakazawae" 4.701045 "0.573325744640486" "3022"
"269" "Pachysolen_tannophilus" 4.701045 "0.543085476025017" "3126"
"270" "Citeromyces_matritensis" 4.701045 "0.559806171894925" "4390"
"271" "Citeromyces_hawaiiensis" 4.701045 "0.558225255972696" "4089"
"272" "Candida_schatavii" 4.701047 "0.558455488022882" "3124"
"273" "Kuraishia_molischiana" 4.701048 "0.659214830970556" "3627"
"274" "Kuraishia_capsulata" 4.701048 "0.658748866727108" "3633"
"275" "Candida_boidinii" 4.701048 "0.489443699731903" "2921"
"276" "Candida_ascalaphidarum" 4.70105 "0.623802730792745" "3061"
"277" "Alloascoidea_hylecoeti" 5.543877 "0.461691438141093" "4411"
"278" "Sporopachydermia_quercuum" 5.543877 "0.539773686877217" "3196"
"279" "Sporopachydermia_lactativora" 5.543877 "0.555717761557178" "3426"
"280" "Candida_hispaniensis" 6.519619 "0.628800596903563" "3371"
"281" "Middelhovenomyces_tepae" 6.519619 "0.64423977521074" "4127"
"282" "Yarrowia_keelungensis" 6.519621 "0.612511818468326" "3887"
"283" "Yarrowia_bubula" 6.519622 "0.596540508574808" "4035"
"284" "Yarrowia_lipolytica" 6.519622 "0.602750429754649" "3857"
"285" "Yarrowia_deformans" 6.519622 "0.604356558010196" "3912"
"286" "Yarrowia_divulgata" 6.519622 "0.603124530569325" "4015"
"287" "Geotrichum_candidum" 6.519624 "0.575176304654443" "4078"
"288" "Dipodascus_albidus" 6.519624 "0.556585500830105" "4023"
"289" "Dipodascus_geniculatus" 6.519624 "0.565703499346595" "3896"
"290" "Magnusiomyces_tetraspermus" 6.519624 "0.431514023042011" "3708"
"291" "Saprochaete_clavata" 6.519624 "0.461549970077798" "3085"
"292" "Blastobotrys_muscicola" 6.519624 "0.629756242568371" "4237"
"293" "Blastobotrys_serpentis" 6.519624 "0.64695313669711" "4321"
"294" "Blastobotrys_americana" 6.519624 "0.646619155223362" "3720"
"295" "Blastobotrys_peoriensis" 6.519624 "0.665813879117365" "4164"
"296" "Blastobotrys_adeninivorans" 6.519624 "0.687394103693663" "4057"
"297" "Blastobotrys_raffinosifermentans" 6.519624 "0.683795103092783" "4245"
"298" "Blastobotrys_nivea" 6.519624 "0.513863025036209" "4967"
"299" "Blastobotrys_proliferans" 6.519624 "0.608367071524966" "4508"
"300" "Spencermartinsiella_europaea" 6.519624 "0.665829145728643" "4240"
"301" "Diddensiella_caesifluorescens" 6.519624 "0.657865078087265" "4086"
"302" "Candida_incommunis" 6.519625 "0.634163575340046" "3590"
"303" "Deakozyma_indianensis" 6.519625 "0.660665575559193" "3633"
"304" "Wickerhamiella_versatilis" 6.519625 "0.694016152716593" "3781"
"305" "Wickerhamiella_domercqiae" 6.519625 "0.633932912007778" "2608"
"306" "Starmerella_bombicola" 6.519625 "0.629788144660817" "2943"
"307" "Starmerella_apicola" 6.519625 "0.626952718183712" "3010"
"308" "Wickerhamiella_cacticola" 6.519625 "0.625258086717137" "3634"
"309" "Wickerhamiella_infanticola" 6.519625 "0.695535113304914" "3100"
"310" "Blastobotrys_mokoenaii" 6.519625 "0.660607044310988" "4070"
"311" "Groenewaldozyma_salmanticensis" 6.519625 "0.626618950238582" "3677"
"312" "Zygoascus_ofunaensis" 6.519625 "0.615303430079156" "3498"
"313" "Zygoascus_meyerae" 6.519625 "0.656820622986036" "3669"
"314" "Sugiyamaella_lignohabitans" 6.519625 "0.57796875" "3699"
"315" "Nadsonia_fulvescens_var._fulvescens" 6.519626 "0.517892644135189" "3647"
"316" "Nadsonia_fulvescens_var._elongata" 6.519626 "0.548225973131244" "3183"
"317" "Trigonopsis_variabilis" 7.669301 "0.644419930134216" "3505"
"318" "Trigonopsis_vinaria" 7.669301 "0.612873307364125" "3304"
"319" "Tortispora_starmeri" 7.669301 "0.634452082490902" "3138"
"320" "Tortispora_ganteri" 7.669305 "0.613440551407237" "3204"
"321" "Tortispora_caseinolytica" 7.669305 "0.631648642683734" "2862"
"322" "Botryozyma_nematodophila" 7.669311 "0.353687262185178" "3904"
"323" "Lipomyces_doorenjongii" 8.084045 "0.604046242774566" "3553"
"324" "Lipomyces_oligophaga" 8.084045 "0.580047994514913" "3384"
"325" "Lipomyces_suomiensis" 8.084045 "0.610652420268739" "3772"
"326" "Lipomyces_lipofer" 8.084046 "0.576565250188584" "4586"
"327" "Lipomyces_japonicus" 8.084046 "0.557303717414777" "3613"
"328" "Lipomyces_kononenkoae" 8.084046 "0.580947423217074" "4464"
"329" "Lipomyces_starkeyi" 8.084046 "0.524497629261684" "4646"
"330" "Lipomyces_arxii" 8.084046 "0.534559442240654" "4447"
"331" "Lipomyces_mesembrius" 8.084046 "0.523726774495388" "3918"
